5.037807858	4.067269151
4.895943387	6.669315332
8.770487234	9.337256595
3.531418129	8.109500322
4.494435566	4.845482718
9.635302868	7.567492101
0.422977979	4.170474537
9.729583341	9.71785993
1.892068431	9.879747012
6.671203	8.64147529
5.864396147	3.888837759
6.751124164	4.54741828
3.610220492	2.466871976
6.202784271	7.84423093
8.111508851	8.828376056
0.192574774	9.137116813
0.838735083	5.582849236
9.748016672	5.988681027
6.513495324	1.488767203
2.312378162	8.997134845
4.034911431	4.503935807
1.220205183	2.056723395
2.684388214	8.996509905
2.578461701	7.625855394
3.316652387	8.824863074
1.522340129	2.84950218
3.480076597	6.732259865
1.216584543	6.642799044
8.841530577	1.228149939
0.942783901	4.073184231
9.300406261	2.752869513
3.99019969	7.166697406
0.47401462	2.833843816
3.423735032	8.961988568
7.359661589	8.265788923
7.946821573	3.900265128
5.449058982	4.97902943
6.86223463	6.948051927
8.936326959	8.343690011
0.547917899	6.096296897
3.036613797	5.747371609
0.461915563	3.260421709
1.954767636	4.564246009
7.201658025	7.137955832
7.217532735	8.844050453
8.777990712	7.208556708
5.824329645	0.186127747
0.706843354	6.747764671
9.227445702	4.385088242
8.003720924	4.378201792
2.859468564	1.170368195
5.436632328	8.146816895
9.84776237	3.248554386
7.156780671	2.462281142
8.389695973	3.427132211
4.33260561	3.7569214
4.706247156	5.465537931
5.60713411	5.619201543
2.690915435	3.958222286
7.490184676	3.981308795
5.038877735	5.153672192
6.468096663	6.575305421
3.07745582	9.509151983
1.387246361	7.223485143
4.755729338	4.000797454
3.624592808	8.318713393
7.881134284	1.343383417
7.802958208	0.604667719
6.685122143	0.842470523
1.335038597	1.638983183
0.215558872	3.242199203
5.598407059	3.017267772
3.008190181	0.116809911
9.394097139	5.399050938
9.80903636	0.953726926
2.866203889	1.465148564
8.00820287	6.31141207
8.961113514	8.593204114
5.975265768	9.742216312
8.840167357	5.708384275
9.437315412	9.968502146
5.491580874	5.535415735
7.283868246	5.154584548
5.767582979	3.30682066
0.258574711	4.300017984
4.465309783	4.918062536
6.463019574	0.710370839
5.212029527	8.877392155
3.723126608	0.646335911
9.371346663	4.361849557
8.295328245	8.266295066
8.4908548	3.945346842
3.725342399	6.134748817
5.931845752	8.186407351
8.725525646	8.862350391
9.335016085	9.311116275
6.684642744	1.90784648
2.067764579	2.585822514
6.538505921	8.978656848
0.720515512	5.933618604
